event_id,title,crime_type,crime_type_zh,city,state,lat,lng,source_media,news_url,pub_time,pub_ts,city_method,llm_verified,llm_score,llm_state,llm_city,llm_neighbor,llm_type,etl_dt
inc_001,"Liderança do CV no RJ tinha ligação com o PCC, aponta Exército",faccao,派系,Brasília,DF,-15.780287,-47.904629,Metrópoles DF,https://www.metropoles.com/colunas/tacio-lorran/lideranca-do-cv-no-rj-tinha-ligacao-com-o-pcc-aponta-exercito,2026-06-22T03:26:17+00:00,1782098777,default,,,,,,,20260622
inc_002,&quot;Empresa aérea do trafico&quot; recebeu R$ 224 mil de campanhas eleitorais,trafico,贩毒,Brasília,DF,-15.781042,-47.895257,Metrópoles DF,https://www.metropoles.com/colunas/andreza-matais/taxi-aereo-investigado-por-trafico-recebeu-r-244-mil-de-campanhas,2026-06-22T03:26:17+00:00,1782098777,default,,,,,,,20260622
inc_003,"Foragido, Léo Índio surge em vídeo próximo à fronteira com o Brasil",policia,警方,Brasília,DF,-15.781281,-47.880697,Metrópoles DF,https://www.metropoles.com/colunas/manoela-alcantara/foragido-leo-indio-surge-em-video-proximo-a-fronteira-com-o-brasil,2026-06-22T03:26:17+00:00,1782098777,default,,,,,,,20260622
inc_004,Trump ameaça o Brasil. Estaria querendo Lula eleito no primeiro turno?,violencia,暴力,Brasília,DF,-15.816392,-47.872708,Metrópoles DF,https://www.metropoles.com/colunas/reinaldo-azevedo/trump-ameaca-o-brasil-estaria-querendo-lula-eleito-no-primeiro-turno,2026-06-22T03:26:17+00:00,1782098777,default,,,,,,,20260622
inc_005,Assalto fraudulento e seguro milionário: o que se sabe sobre caso do servidor público condenado após amputar o próprio pé,roubo,抢劫,Salvador,BA,-12.993068,-38.50313,G1 Bahia,https://g1.globo.com/ba/feira-de-santana-regiao/noticia/2026/06/22/o-que-se-sabe-sobre-caso-do-servidor-publico-condenado-apos-amputar-o-proprio-pe.ghtml,2026-06-22T03:00:34+00:00,1782097234,default,,,,,,,20260622
inc_006,Júri de PMs no caso Gritzbach começa nesta segunda; defesa diz que não houve devida apuração de outros investigados,homicidio,凶杀,São Paulo,SP,-23.566641,-46.655688,G1 São Paulo,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/22/juri-de-pms-no-caso-gritzbach-comeca-nesta-segunda-defesa-diz-que-nao-houve-devida-apuracao-de-outros-investigados.ghtml,2026-06-22T03:00:30+00:00,1782097230,default,,,,,,,20260622
inc_007,"Homem que morreu na antessala de UPA 'costumava pernoitar' no local, diz secretário de Saúde; polícia e governo do DF investigam",homicidio,凶杀,Brasília,DF,-15.815712,-47.876357,G1 Distrito Federal,https://g1.globo.com/df/distrito-federal/noticia/2026/06/22/homem-que-morreu-na-antessala-de-upa-costumava-pernoitar-no-local-diz-secretario-de-saude-policia-e-governo-do-df-investigam.ghtml,2026-06-22T03:00:19+00:00,1782097219,default,,,,,,,20260622
inc_008,"'Grande vitória', diz Trump após resultado preliminar apontar Espriella como novo presidente da Colômbia",trafico,贩毒,Vitória,,-20.315397,-40.315863,G1 Brasil,https://g1.globo.com/mundo/noticia/2026/06/21/grande-vitoria-diz-trump-espriella-eleicao-colombia.ghtml,2026-06-22T02:24:38+00:00,1782095078,title,,,,,,,20260622
inc_009,"Ativista colombiano  preso nos EUA aps criticar Espriella, aliado de Trump",outros,其他,São Paulo,,-23.56303,-46.626851,UOL Cotidiano,https://www1.folha.uol.com.br/mundo/2026/06/ativista-colombiano-e-preso-nos-eua-apos-criticar-espriella-aliado-de-trump.shtml,2026-06-21T23:16:00-03:00,1782094560,default,,,,,,,20260622
inc_010,Jovem que morreu em cachoeira da Chapada ficou 20 minutos submerso,homicidio,凶杀,Brasília,DF,-15.818954,-47.869955,Metrópoles DF,https://www.metropoles.com/distrito-federal/entorno/jovem-que-morreu-em-cachoeira-da-chapada-ficou-20-minutos-submerso,2026-06-22T02:08:40+00:00,1782094120,default,,,,,,,20260622
inc_011,Motorista de aplicativo ameaça passageira com arma e é preso no DF,violencia,暴力,Brasília,DF,-15.821622,-47.896489,Metrópoles DF,https://www.metropoles.com/distrito-federal/motorista-de-aplicativo-ameaca-passageira-com-arma-e-e-preso-no-df,2026-06-22T02:03:11+00:00,1782093791,default,,,,,,,20260622
inc_012,Seo Tendncias / Debates completa 50 anos como arena de divergncias,outros,其他,Brasília,,-15.810439,-47.916711,Folha Brasil,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/06/secao-tendencias-debates-completa-50-anos-como-arena-de-divergencias.shtml,2026-06-21T23:00:00-03:00,1782093600,default,,,,,,,20260622
inc_013,Crime organizado no Rio: tribunal do crime impõe sentenças e deixa rastro de mortes - R7,outros,其他,Rio de Janeiro,RJ,-22.90303,-43.191358,GNews Rio de Janeiro #1,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQQmM2Uk1OM2d1QlJaeFBBd1oyNmYyeWx3U09ObFJiU1dPZllsS2NlaVlPay12RmFUNTBzRGlER01Ba2JQSFY2X2RldHZQc0ZQNjZ6Tl9XOFB3dWVhTEM5eExRRUQtYlB6UWRjRkM0Q2lnQ3FOWmdtTzRjMnRvTm9GZnJVUUoyQWltYnJmNlRzV2RLcElHd1NnSXRSbWVMaVhtYVk5M3FscFBsTU0ySW1meFotUTJ4QVpHSU1CMk9wZF9EOHpPM1Vsc0tXeWd2MFlRQWIybVl4TQ?oc=5,2026-06-22T01:51:56+00:00,1782093116,default,,,,,,,20260622
inc_014,Carlos diz que &quot;renasceu&quot; em SC para justificar candidatura ao Senado,violencia,暴力,Brasília,DF,-15.779592,-47.894483,Metrópoles DF,https://www.metropoles.com/brasil/carlos-diz-que-renasceu-em-sc-para-justificar-candidatura-ao-senado,2026-06-22T01:45:58+00:00,1782092758,default,,,,,,,20260622
inc_015,Criança de 10 anos morre após sofrer descarga elétrica em fazenda,homicidio,凶杀,Campo Grande,MS,-20.449037,-54.609977,Campo Grande News,https://www.campograndenews.com.br/cidades/interior/crianca-de-10-anos-morre-apos-sofrer-descarga-eletrica-em-fazenda,2026-06-21T21:34:00-04:00,1782092040,default,,,,,,,20260622
inc_016,Janja posta vídeo e exalta campanha federal contra feminicídio,homicidio,凶杀,Brasília,DF,-15.815793,-47.86809,Poder360,https://www.poder360.com.br/poder-gente/janja-posta-video-e-exalta-campanha-federal-contra-feminicidio/,2026-06-22T01:22:09+00:00,1782091329,default,,,,,,,20260622
inc_017,Estudo encontra fungo Sporothrix em animais atropelados no PR,homicidio,凶杀,São Paulo,,-23.525546,-46.633272,CNN Brasil,https://www.cnnbrasil.com.br/ciencia/estudo-encontra-fungo-sporothrix-em-animais-atropelados-no-pr/,2026-06-22T01:10:10+00:00,1782090610,default,,,,,,,20260622
inc_018,Alertas falsos usaram credenciais de agentes da Defesa Civil do Pará,outros,其他,Campo Grande,MS,-20.439219,-54.616617,Campo Grande News,https://www.campograndenews.com.br/brasil/cidades/alertas-falsos-usaram-credenciais-de-agentes-da-defesa-civil-do-para,2026-06-21T20:51:00-04:00,1782089460,default,,,,,,,20260622
inc_019,"Tumulto após confusão assusta clientes no Shopping Market Place, em São Paulo",outros,其他,São Paulo,SP,-23.566198,-46.6556,G1 São Paulo,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/21/tumulto-apos-confusao-assusta-clientes-no-shopping-market-place-em-sao-paulo.ghtml,2026-06-22T00:47:34+00:00,1782089254,title,,,,,,,20260622
inc_020,"Eduardo Suplicy comemora 85 anos com missa, ocupao e Marcha da Maconha",trafico,贩毒,Brasília,,-15.795057,-47.880144,Folha Brasil,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/06/eduardo-suplicy-comemora-85-anos-com-missa-ocupacao-e-marcha-da-maconha.shtml,2026-06-21T21:45:00-03:00,1782089100,default,,,,,,,20260622
inc_021,Petróleo sobe após nova tensão entre EUA e Irã por Ormuz,violencia,暴力,Brasília,DF,-15.799691,-47.902656,Metrópoles DF,https://www.metropoles.com/mundo/petroleo-sobe-apos-nova-tensao-entre-eua-e-ira-por-ormuz,2026-06-22T00:41:44+00:00,1782088904,default,,,,,,,20260622
inc_022,PM reage a assalto e mata suspeito em Pelotas - GZH,roubo,抢劫,Pelotas,RS,-31.766951,-52.343125,GNews Pelotas #1,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNc1ZhcmgyMDhudktHZTYzX01BYTNxbmxPelZXV2RfRmJITFdqOG00czF6TzhEVi1Qd1RidC1Ca1U4YzBiOUxJMjQxOWgyMzJtWDFBTGg2LVVOUV9ScWNWd2RBWW5xMk92VE56TEZjdHZYNEZWUk1HZnRoV040X1FaeV9PQi1aWlJuSU9zbUJlMkdtcXRaa3dUV1JoWmg3bFdtUVZiZDRySkFLaHhRMWlKc2lvLWZZMDJKVmlNbVdDQmZvNmlZODFOYkJBdW5mV2tYZlRtNFVlWWpWUFU?oc=5,2026-06-22T00:24:15+00:00,1782087855,title,,,,,,,20260622
inc_023,Elisberto da Retro é eleito prefeito de Joviânia,sequestro,绑架,Goiânia,GO,-16.688207,-49.271429,G1 Goiás,https://g1.globo.com/go/goias/noticia/2026/06/21/elisberto-da-retro-e-eleito-prefeito-de-joviania.ghtml,2026-06-22T00:17:05+00:00,1782087425,default,,,,,,,20260622
inc_024,Menina morre por causa de vaso sanitária e família é pais são indenizados,homicidio,凶杀,Belém,PA,-1.471426,-48.46759,Diário do Pará,https://diariodopara.com.br/noticias/brasil/menina-morre-por-causa-de-vaso-sanitaria-e-familia-e-pais-sao-indenizados/,2026-06-22T00:08:24+00:00,1782086904,default,,,,,,,20260622
inc_025,Homem é morto a tiros após confusão por R$ 50 em aposta de sinuca,homicidio,凶杀,Brasília,DF,-15.788908,-47.879399,Metrópoles DF,https://www.metropoles.com/sao-paulo/homem-e-morto-a-tiros-apos-confusao-por-r-50-em-aposta-de-sinuca,2026-06-22T00:06:16+00:00,1782086776,default,,,,,,,20260622
inc_026,Sete de Setembro estreia com empate diante do Campo Grande,policia,警方,Campo Grande,MS,-20.438512,-54.647846,Campo Grande News,https://www.campograndenews.com.br/esportes/sete-de-setembro-estreia-com-empate-diante-do-campo-grande,2026-06-21T19:55:00-04:00,1782086100,title,,,,,,,20260622
inc_027,Operação resulta em apreensão de cocaína que pode ser a maior do Brasil,trafico,贩毒,Brasília,DF,-15.81552,-47.911978,Metrópoles DF,https://www.metropoles.com/brasil/operacao-resulta-em-apreensao-de-cocaina-que-pode-ser-a-maior-do-brasil,2026-06-21T23:42:40+00:00,1782085360,default,,,,,,,20260622
inc_028,Tentativa de homicídio contra PM é investigada em Santos,homicidio,凶杀,Santos,,-23.969671,-46.337319,CNN Brasil,https://www.cnnbrasil.com.br/nacional/sudeste/sp/tentativa-de-homicidio-contra-pm-e-investigada-em-santos/,2026-06-21T23:40:02+00:00,1782085202,title,,,,,,,20260622
inc_029,Tentativa de homicídio contra PM é investigada em Santos - CNN Brasil,homicidio,凶杀,Santos,,-23.957884,-46.338077,GNews Brasil Homicídio,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQSFZmc1JoTXpKam9BUUR6c3NTUDY1cEx0TVl2eFE1V0o0MnI0em5yYmg2MVJmTFdHSWtzUVBZX1RPaTVkU0cxTnV6QkFfa1otLWpqbmEycXI2R0NCTVBiRTNZQm9haDNzcVJVbmwzSkNCQVZVMnBGaVBEb1ZZY0x4cFN6endLQ1B4OFBlc3FmOHV3TUZKTUUtX3BYTF9OMVZHOVRzdXpRY1ZOZw?oc=5,2026-06-21T23:40:02+00:00,1782085202,title,,,,,,,20260622
inc_030,IA da Receita Federal identifica fraudes; entenda como funciona,fraude,诈骗,Salvador,BA,-12.980823,-38.515582,A Tarde,https://atarde.com.br/brasil/ia-da-receita-federal-identifica-fraudes-entenda-como-funciona-1392877,2026-06-21T23:32:11+00:00,1782084731,default,,,,,,,20260622
inc_031,"Cartas de presos expõem ordens, cobranças, finanças e provocam megaoperação em Blumenau - ecxonline.com.br",outros,其他,Blumenau,SC,-26.937892,-49.046828,GNews Blumenau #1,https://news.google.com/rss/articles/CBMisAFBVV95cUxPdy1zMldNTVpYZXFlUTExYk1iN3pINnRvdEVtVHlXOHVGQW5EVmZ5U0IxUXV1YV9MaXJMUFl0Ny00R3N0M1NBRVcyU3FxTkxSNXlETUhZNU80b281a0s3RFJ4aVJvUmo0LVZUNFJnV2hlSUNpQ0NNazVSakY3YVB0SEVPUndLd3l3Yy1MelVSM1o0eV9YNy1FaDRXM2o0X2VhRzFWWnBzVlk1ZnVPT1RETw?oc=5,2026-06-21T23:25:37+00:00,1782084337,title,,,,,,,20260622
inc_032,"Com apoio dos EUA, operação apreende 4 caminhões com cocaína em MS",trafico,贩毒,Campo Grande,MS,-20.452875,-54.654332,Campo Grande News,https://www.campograndenews.com.br/brasil/cidades/com-apoio-dos-eua-operacao-apreende-4-caminhoes-com-cocaina-em-ms,2026-06-21T19:15:00-04:00,1782083700,default,,,,,,,20260622
inc_033,Homem é condenado por injúria religiosa contra a mãe e ameaça ao pai,violencia,暴力,São Paulo,,-23.528582,-46.625895,CNN Brasil,https://www.cnnbrasil.com.br/nacional/sudeste/sp/homem-e-condenado-por-injuria-religiosa-contra-a-mae-e-ameaca-ao-pai/,2026-06-21T23:07:33+00:00,1782083253,default,,,,,,,20260622
inc_034,Mulher  sequestrada na porta de salo de beleza na zona sul de SP,sequestro,绑架,São Paulo,SP,-23.575263,-46.619579,Folha Cotidiano,https://redir.folha.com.br/redir/online/cotidiano/rss091/*https://www1.folha.uol.com.br/cotidiano/2026/06/mulher-e-sequestrada-na-porta-de-salao-de-beleza-na-zona-sul-de-sp.shtml,2026-06-21T19:58:00-03:00,1782082680,default,,,,,,,20260622
inc_035,Motociclista morre após acidente com caminhão na BR 101,homicidio,凶杀,Vitória,ES,-20.317462,-40.332366,A Gazeta ES,https://www.agazeta.com.br/agora/motociclista-morre-apos-acidente-com-caminhao-na-br-101-0626,2026-06-21T22:43:32+00:00,1782081812,default,,,,,,,20260622
inc_036,Homem é preso após cometer atos obscenos em residência estudantil de Salvador,roubo,抢劫,Salvador,BA,-12.961907,-38.491162,G1 Bahia,https://g1.globo.com/ba/bahia/noticia/2026/06/21/homem-e-preso-em-salvador.ghtml,2026-06-21T22:37:10+00:00,1782081430,title,,,,,,,20260622
inc_037,Missa de 7º dia reúne familiares e amigos de vítimas de acidente com ônibus de time de basquete,homicidio,凶杀,Fortaleza,CE,-3.720003,-38.549591,G1 Ceará,https://g1.globo.com/ce/ceara/cariri/noticia/2026/06/21/missa-de-7o-dia-reune-familiares-e-amigos-de-vitimas-de-acidente-com-onibus-de-time-de-basquete.ghtml,2026-06-21T22:34:25+00:00,1782081265,default,,,,,,,20260622
inc_038,Pinheiro vence o Lago Verde fora de casa pela Segundinha Maranhense,policia,警方,São Luís,MA,-2.532142,-44.305502,Imirante MA,https://imirante.com/esporte/lago-verde/2026/06/21/pinheiro-vence-o-lago-verde-fora-de-casa-pela-segundinha-maranhense,2026-06-21T19:24:00-03:00,1782080640,default,,,,,,,20260622
inc_039,Apreensão de 50 toneladas de cocaína pode ser a maior da história do Brasil,trafico,贩毒,São Paulo,,-23.545834,-46.656029,Veja Brasil,https://veja.abril.com.br/brasil/apreensao-de-50-toneladas-de-cocaina-pode-ser-a-maior-da-historia-do-brasil/,2026-06-21T22:06:17+00:00,1782079577,default,,,,,,,20260622
inc_040,Mendona determina excluso de vdeo publicado por lder do PL que associa CV e PCC ao PT,faccao,派系,Brasília,,-15.806949,-47.907284,Folha Brasil,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/06/mendonca-determina-exclusao-de-video-publicado-por-lider-do-pl-que-associa-cv-e-pcc-ao-pt.shtml,2026-06-21T19:05:00-03:00,1782079500,default,,,,,,,20260622
inc_041,"Marcelo Brigadeiro, do Missão, retira pré-candidatura ao governo de Santa Catarina",outros,其他,Florianópolis,SC,-27.59694,-48.556925,G1 Santa Catarina,https://g1.globo.com/sc/santa-catarina/eleicoes/2026/noticia/2026/06/21/marcelo-brigadeiro-do-missao-retira-pre-candidatura-ao-governo-de-santa-catarina.ghtml,2026-06-21T22:00:59+00:00,1782079259,default,,,,,,,20260622
inc_042,"'Aqui eu renasci', diz Carlos Bolsonaro para justificar candidatura ao Senado por SC",veiculo,车辆,Florianópolis,SC,-27.610797,-48.55516,G1 Santa Catarina,https://g1.globo.com/sc/santa-catarina/eleicoes/2026/noticia/2026/06/21/aqui-eu-renasci-diz-carlos-bolsonaro-para-justificar-candidatura-ao-senado-por-sc.ghtml,2026-06-21T22:00:35+00:00,1782079235,default,,,,,,,20260622
inc_043,Integrante do PCC foragido desde abril é recapturado pelo Garras,roubo,抢劫,Campo Grande,MS,-20.459827,-54.617916,Campo Grande News,https://www.campograndenews.com.br/cidades/capital/integrante-do-pcc-foragido-desde-abril-e-recapturado-pelo-garras,2026-06-21T17:58:00-04:00,1782079080,default,,,,,,,20260622
inc_044,Suspeito de envolvimento em furto de mais de R$ 100 mil em lotérica morre em confronto com a polícia na Bahia,homicidio,凶杀,Salvador,BA,-12.97512,-38.482424,G1 Bahia,https://g1.globo.com/ba/bahia/noticia/2026/06/21/suspeito-morre-em-confronto-com-a-policia-em-itabuna.ghtml,2026-06-21T21:56:16+00:00,1782078976,default,,,,,,,20260622
inc_045,Homem é preso por ato obsceno em residência estudantil de Salvador,homicidio,凶杀,Salvador,BA,-12.996162,-38.478559,A Tarde,https://atarde.com.br/policia/homem-e-preso-por-ato-obsceno-em-residencia-estudantil-de-salvador-1392873,2026-06-21T21:55:11+00:00,1782078911,title,,,,,,,20260622
inc_046,"Morre aos 94 anos Ramiro Valdés, um dos líderes da Revolução Cubana",homicidio,凶杀,São Paulo,,-23.533198,-46.65774,Carta Capital,https://www.cartacapital.com.br/mundo/morre-aos-94-anos-ramiro-valdes-um-dos-lideres-da-revolucao-cubana/,2026-06-21T18:43:33-03:00,1782078213,default,,,,,,,20260622
inc_047,Ciclista cai em quebra-mola e morre atropelado por caminhão no ES,homicidio,凶杀,Vitória,ES,-20.308932,-40.315499,A Gazeta ES,https://www.agazeta.com.br/agora/ciclista-cai-em-quebra-mola-e-morre-apos-ser-atropelado-por-caminhao-0626,2026-06-21T21:40:34+00:00,1782078034,default,,,,,,,20260622
inc_048,Famílias de Sorocaba reforçam como doação de órgãos pode salvar vidas; cidade tem índice de recusa abaixo da média nacional,homicidio,凶杀,Sorocaba,,-23.48513,-47.460772,G1 Brasil,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2026/06/21/familias-de-sorocaba-reforcam-como-doacao-de-orgaos-pode-salvar-vidas-cidade-tem-indice-de-recusa-abaixo-da-media-nacional.ghtml,2026-06-21T21:38:59+00:00,1782077939,title,,,,,,,20260622
inc_049,Elo de Jaques Wagner com o Master será a primeiro teste de fogo da &#8216;Fórmula Janones&#8217;,faccao,派系,São Paulo,,-23.548165,-46.635673,Veja Brasil,https://veja.abril.com.br/politica/elo-de-jaques-wagner-com-o-master-sera-a-primeiro-teste-de-fogo-da-formula-janones/,2026-06-21T21:34:05+00:00,1782077645,default,,,,,,,20260622
inc_050,São Paulo (SP): Suspeito de sequestro admite crime e revela medo de retaliação - Diário do Estado,sequestro,绑架,São Paulo,SP,-23.561194,-46.610751,GNews São Paulo #1,https://news.google.com/rss/articles/CBMirAFBVV95cUxORGZ6WjVLSlBtNktlNjFoYWlRWXl0Wjg1TGpCY2RzLTFCU1M4Sm5YeVRCWEVUV09GWHZjU1lKSXVrMXY4MXVLUUpUM1R4SW9yOXo2RkhrOXhScVFBVjhJQzdYQVR1TlluaUItVWQydE1NNGxRVmM5Vjl6dmE0REZhdnV6YmF3UGJQOXZhcTdJV1hzMlplUi16SVBTa2lxNHhsU1A4RjAzTkR0ZWc3?oc=5,2026-06-21T21:29:05+00:00,1782077345,title,,,,,,,20260622
inc_051,Homem é preso após esfaquear vítima no Centro de Cabo Frio,homicidio,凶杀,Cabo Frio,,-22.911085,-42.004902,G1 Brasil,https://g1.globo.com/rj/regiao-dos-lagos/noticia/2026/06/21/homem-e-preso-apos-esfaquear-vitima-no-centro-de-cabo-frio.ghtml,2026-06-21T21:25:12+00:00,1782077112,title,,,,,,,20260622
inc_052,Direita vence eleição na Colômbia em disputa voto a voto,homicidio,凶杀,Salvador,BA,-12.956748,-38.512496,A Tarde,https://atarde.com.br/mundo/direita-vence-eleicao-na-colombia-em-disputa-voto-a-voto-1392871,2026-06-21T21:22:40+00:00,1782076960,default,,,,,,,20260622
inc_053,Rinha de galos é fechada no DF; cerca de 70 animais foram resgatados,outros,其他,Brasília,DF,-15.782089,-47.904385,Metrópoles DF,https://www.metropoles.com/distrito-federal/rinha-de-galos-e-fechada-no-df-cerca-de-40-animais-foram-resgatados,2026-06-21T21:08:17+00:00,1782076097,default,,,,,,,20260622
inc_054,Funcionária de padaria denuncia ter sido agredida por clientes na Grande BH; veja vídeo,violencia,暴力,Belo Horizonte,MG,-19.927913,-43.931217,G1 Minas Gerais,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/21/video-funcionaria-de-padaria-denuncia-ter-sido-agredida-por-clientes-na-grande-bh.ghtml,2026-06-21T21:08:16+00:00,1782076096,default,,,,,,,20260622
inc_055,"Morre Ramiro Valdés, aliado de Fidel na Revolução Cubana, aos 94 anos",homicidio,凶杀,Brasília,DF,-15.820667,-47.915933,Metrópoles DF,https://www.metropoles.com/mundo/morre-ramiro-valdes-aliado-de-fidel-na-revolucao-cubana-aos-94-anos,2026-06-21T21:06:57+00:00,1782076017,default,,,,,,,20260622
inc_056,Dois detentos morrem após preso fazer refém em penitenciária de SP,homicidio,凶杀,Brasília,DF,-15.812592,-47.869428,Metrópoles DF,https://www.metropoles.com/sao-paulo/dois-detentos-morrem-apos-preso-fazer-refem-em-penitenciaria-de-sp,2026-06-21T21:05:58+00:00,1782075958,default,,,,,,,20260622
inc_057,Vereador sobrevive a acidente que matou dois homens carbonizados após carro bater em árvore em MS; vídeo,homicidio,凶杀,Campo Grande,MS,-20.471208,-54.621872,G1 Mato Grosso do Sul,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/21/vereador-sobrevive-a-acidente-que-matou-dois-homens-carbonizados-apos-carro-bater-em-arvore-em-ms-video.ghtml,2026-06-21T20:58:58+00:00,1782075538,default,,,,,,,20260622
inc_058,Família pede nova prisão de acusado pela morte de Morgana Ferreira e cita ameaça a testemunhas,violencia,暴力,Goiânia,GO,-16.705343,-49.278069,Jornal Opção GO,https://www.jornalopcao.com.br/ultimas-noticias/familia-pede-nova-prisao-de-acusado-pela-morte-de-morgana-ferreira-e-cita-ameaca-a-testemunhas-839097/,2026-06-21T20:57:24+00:00,1782075444,default,,,,,,,20260622
inc_059,Mais de uma tonelada de maconha é apreendida pela PF em carreta em rodovia do Paraná,homicidio,凶杀,Curitiba,PR,-25.414943,-49.275418,G1 Paraná,https://g1.globo.com/pr/oeste-sudoeste/noticia/2026/06/21/mais-de-uma-tonelada-de-maconha-e-apreendida-pela-pf-em-carreta-em-rodovia-do-parana.ghtml,2026-06-21T20:55:17+00:00,1782075317,default,,,,,,,20260622
inc_060,"Marcha da Maconha reúne 7,4 mil pessoas em São Paulo, diz monitoramento da USP",trafico,贩毒,São Paulo,,-23.561503,-46.637045,Carta Capital,https://www.cartacapital.com.br/sociedade/marcha-da-maconha-reune-74-mil-pessoas-em-sao-paulo-diz-monitoramento-da-usp/,2026-06-21T17:55:11-03:00,1782075311,title,,,,,,,20260622
inc_061,Delegação do Irã deixa o local de negociações após ameaça de Trump,violencia,暴力,São Paulo,,-23.55628,-46.647709,Carta Capital,https://www.cartacapital.com.br/mundo/delegacao-do-ira-deixa-o-local-de-negociacoes-apos-ameaca-de-trump/,2026-06-21T17:43:33-03:00,1782074613,default,,,,,,,20260622
inc_062,Marcha da Maconha reúne manifestantes na Avenida Paulista e pede mudanças na política de 'guerra às drogas',trafico,贩毒,São Paulo,SP,-23.565336,-46.634132,G1 São Paulo,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/21/marcha-da-maconha-reune-manifestantes-na-avenida-paulista-e-pede-mudancas-na-politica-de-guerra-as-drogas.ghtml,2026-06-21T20:38:16+00:00,1782074296,default,,,,,,,20260622
inc_063,Queda de avião militar na Bolívia deixa seis mortos em área de tensão,homicidio,凶杀,Salvador,BA,-12.951689,-38.52033,A Tarde,https://atarde.com.br/mundo/queda-de-aviao-militar-na-bolivia-deixa-seis-mortos-em-area-de-tensao-1392869,2026-06-21T20:37:12+00:00,1782074232,default,,,,,,,20260622
inc_064,"Polícia apreende 4,4 toneladas de maconha em fundo falso de carreta",trafico,贩毒,Campo Grande,MS,-20.466933,-54.622167,Campo Grande News,https://www.campograndenews.com.br/cidades/interior/policia-apreende-4-4-toneladas-de-maconha-em-fundo-falso-de-carreta,2026-06-21T16:35:00-04:00,1782074100,default,,,,,,,20260622
inc_065,Corpo de vítima de feminicídio no DF é enterrado neste domingo (21/6),homicidio,凶杀,Brasília,DF,-15.774416,-47.907652,Metrópoles DF,https://www.metropoles.com/distrito-federal/corpo-de-vitima-de-feminicidio-no-df-e-enterrado-neste-domingo-21-6,2026-06-21T20:29:35+00:00,1782073775,default,,,,,,,20260622
inc_066,Jovem de 20 anos morre em acidente após carro sair da pista na BR-287,homicidio,凶杀,Porto Alegre,RS,-30.056899,-51.197551,G1 Rio Grande do Sul,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/21/jovem-de-20-anos-morre-em-acidente-apos-carro-sair-da-pista-na-br-287.ghtml,2026-06-21T20:25:53+00:00,1782073553,default,,,,,,,20260622
inc_067,Criança fica com pé preso em parafuso de academia ao ar livre e bombeiros desmontam equipamento em Palmas,outros,其他,Palmas,TO,-10.188464,-48.340114,G1 Tocantins,https://g1.globo.com/to/tocantins/noticia/2026/06/21/crianca-fica-com-pe-preso-em-parafuso-de-academia-ao-ar-livre-e-bombeiros-desmontam-equipamento-em-palmas.ghtml,2026-06-21T20:19:46+00:00,1782073186,title,,,,,,,20260622
inc_068,Corpo de homem é retirado de dentro de cisterna em Salgado,homicidio,凶杀,Aracaju,SE,-10.963147,-37.049632,G1 Sergipe,https://g1.globo.com/se/sergipe/noticia/2026/06/21/corpo-de-homem-e-retirado-de-dentro-de-cisterna-em-salgado.ghtml,2026-06-21T20:19:18+00:00,1782073158,default,,,,,,,20260622
inc_069,Morre vítima de acidente entre bicicleta elétrica e ônibus escolar,homicidio,凶杀,Campo Grande,MS,-20.448665,-54.620611,Campo Grande News,https://www.campograndenews.com.br/cidades/interior/morre-vitima-de-acidente-entre-bicicleta-eletrica-e-onibus-escolar,2026-06-21T16:13:00-04:00,1782072780,default,,,,,,,20260622
inc_070,Incêndio atinge casa em Uberlândia e polícia investiga possível ação criminosa,outros,其他,Uberlândia,,-18.914491,-48.293397,G1 Brasil,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/06/21/incendio-atinge-casa-em-uberlandia-e-policia-investiga-possivel-acao-criminosa.ghtml,2026-06-21T20:00:53+00:00,1782072053,title,,,,,,,20260622
inc_071,Estados Unidos e Irã negociam na Suíça em meio ao impasse com Israel no Líbano,violencia,暴力,São Luís,MA,-2.540859,-44.288173,Imirante MA,https://imirante.com/noticias/mundo/2026/06/21/estados-unidos-e-ira-negociam-na-suica-em-meio-ao-impasse-com-israel-no-libano,2026-06-21T17:00:00-03:00,1782072000,default,,,,,,,20260622
